9800881585,0,4,0,"3,4,14,15"
11842180674,0,5,1,"2,5,37,4"
9943293316,0,5,2,"4,2,5,10"
11841745485,0,5,3,"2,4,5,7"
11843091276,0,5,2,"4,5,2,6"
12139254824,0,5,2,"17,1,0,32"
10169986683,0,5,4,"4,2,5,18"
12037805975,0,0,5,"4,5,2,13"
12138850595,0,0,6,"4,5,2,19"
2758244678,5,5,17,"4,3,2,5"
2757411349,5,5,17,"4,3,2,10"
2758247022,5,5,17,"4,2,10,47"
2758248914,5,5,7,"3,4,14,15"
2757416279,5,5,1,"2,5,1,0"
2757417447,5,5,8,"5,2,4,10"
2758252584,5,5,1,"5,2,8,4"
2758253386,5,5,1,"4,3,14,15"
2758254328,5,5,12,"4,3,14,10"
2757420609,5,5,8,"5,2,4,17"
2757421569,5,5,8,"4,2,5,7"
2757423155,5,5,11,"8,5,2,17"
2757424103,5,5,11,"5,8,4,2"
5027746808,6,8,8,"5,2,12,6"
5027133435,6,8,7,"4,3,14,15"
5027752680,6,8,7,"3,14,4,15"
5027754682,6,8,7,"3,4,15,14"
5027756732,6,8,17,"5,2,4,7"
5027758602,6,8,17,"4,2,0,3"
5027144061,6,8,17,"5,2,4,7"
5027762994,6,8,17,"5,2,17,1"
5027150527,6,8,7,"4,3,2,14"
5027769188,6,8,7,"4,5,2,7"
5027771250,6,8,7,"4,3,2,5"
5027156669,6,8,7,"5,2,7,12"
5027776124,6,8,7,"4,14,3,10"
5027779386,6,8,7,"3,4,2,25"
5027190485,6,8,18,"5,2,4,7"
5027809294,6,8,18,"5,2,4,6"
5027196121,6,8,14,"5,12,2,4"
5027815024,6,8,14,"2,5,4,3"
5027816776,6,8,13,"4,3,8,10"
5027201257,6,8,13,"4,5,10,3"
5027203877,6,8,13,"5,4,2,8"
5027824380,6,8,8,"4,3,28,15"
5027826942,6,8,8,"5,4,2,3"
5027828346,6,8,7,"4,5,10,2"
5027212923,6,8,17,"4,5,2,10"
5027214453,6,8,17,"4,5,2,6"
5031001232,6,8,4,"3,4,15,14"
5030417425,6,8,19,"3,4,14,15"
5031035258,6,8,19,"5,4,2,17"
5030424451,6,8,19,"4,2,5,27"
5030419883,6,8,19,"5,4,2,10"
3195185619,7,7,20,"13,5,20,46"
3196553334,7,7,21,"4,5,2,3"
3196021810,7,7,22,"2,5,17,1"
3195176689,7,7,22,"4,2,5,3"
3195175707,7,7,22,"2,5,0,1"
3195174855,7,7,22,"2,5,17,1"
3196018214,7,7,22,"2,5,4,17"
3195173001,7,7,22,"2,5,4,7"
3195172107,7,7,22,"2,5,4,8"
3196015626,7,7,22,"3,8,2,5"
3195169165,7,7,22,"2,5,4,8"
3196012296,7,7,22,"2,5,4,22"
3195167155,7,7,22,"2,5,4,8"
3195145989,7,7,23,"3,4,2,10"
3195989358,7,7,23,"3,4,14,10"
3195143793,7,7,19,"3,14,4,15"
3195142853,7,7,19,"4,3,2,5"
3195141967,7,7,24,"5,4,2,10"
3195140947,7,7,9,"8,17,5,2"
3195983568,7,7,9,"3,4,0,1"
3195137825,7,7,9,"2,5,1,0"
3195980826,7,7,2,"2,5,0,4"
3195110651,7,7,19,"4,3,2,5"
3195109697,7,7,19,"4,2,5,3"
3195108643,7,7,19,"4,3,14,28"
3195951716,7,7,19,"3,2,5,4"
3195106979,7,7,19,"4,3,2,5"
3195105941,7,7,19,"3,4,2,5"
3196550774,7,7,19,"4,3,28,19"
4766938019,9,5,10,"4,10,2,37"
4767576622,9,5,10,"4,3,2,5"
4766937841,9,5,15,"4,3,14,15"
4766937925,9,5,15,"4,3,2,5"
4766938087,9,5,15,"4,3,14,10"
4770923156,9,5,23,"3,39,9,2"
4770283789,9,5,23,"4,5,2,10"
4770923346,9,5,19,"3,4,8,14"
277523461,11,6,8,"4,2,5,7"
277531132,11,6,7,"4,2,5,7"
278363282,11,6,19,"4,5,2,7"
277531135,11,6,7,"4,5,2,11"
277190088,11,6,4,"3,14,4,15"
277523475,11,6,8,"4,2,3,5"
276359065,11,6,20,"2,5,4,6"
279207733,11,6,10,"2,0,4,1"
1922915505,11,6,10,"0,2,3,4"
277531133,11,6,7,"2,5,7,4"
277190084,11,6,4,"3,4,15,14"
277523477,11,6,7,"2,5,4,7"
277190082,11,6,4,"3,14,4,15"
278363283,11,6,19,"3,4,14,2"
277182360,11,6,4,"4,5,2,28"
278363281,11,6,19,"4,3,10,14"
278372917,11,6,19,"14,3,4,15"
277182363,11,6,4,"3,4,15,14"
277182364,11,6,4,"4,3,15,24"
278372916,11,6,19,"4,3,10,14"
277190081,11,6,4,"3,14,4,15"
277523480,11,6,7,"4,5,2,11"
276359058,11,6,10,"4,5,2,3"
277531136,11,6,17,"5,2,4,6"
277194846,11,6,4,"3,4,15,14"
1935640830,11,6,19,"4,3,10,11"
278372915,11,6,19,"3,4,14,15"
1935640862,11,6,19,"4,5,2,7"
277523468,11,6,8,"4,5,0,2"
1935640870,11,6,19,"4,3,10,2"
278363284,11,6,19,"0,3,1,4"
278363280,11,6,19,"4,2,5,1"
278372914,11,6,19,"4,3,2,10"
276359060,11,6,10,"2,5,0,1"
277190085,11,6,4,"4,3,14,15"
277182362,11,6,4,"4,2,5,10"
277190078,11,6,4,"3,4,15,14"
2121285438,11,2,7,"3,4,2,1"
2121285436,11,2,7,"4,2,5,6"
435583301,11,2,19,"4,3,14,10"
435613205,11,2,10,"4,3,2,23"
438567518,11,2,7,"4,3,2,5"
438567524,11,2,7,"2,4,3,5"
438567532,11,2,7,"14,3,4,15"
438579060,11,2,7,"3,4,14,10"
438579076,11,2,7,"4,2,5,3"
438579082,11,2,7,"4,2,3,5"
438579102,11,2,7,"2,4,5,7"
438854620,11,2,7,"4,2,5,6"
438854672,11,2,7,"3,4,14,10"
438854678,11,2,7,"3,4,14,25"
438874412,11,2,7,"4,5,2,11"
