10457209566,0,9,0,"9,3,15,10"
10457230705,0,9,0,"3,1,9,10"
10457212254,0,9,1,"2,0,7,6"
10457234086,0,9,2,"1,10,3,41"
10457424463,0,9,2,"1,3,10,9"
10457557503,0,9,2,"9,3,1,10"
8655431797,1,2,0,"1,3,10,22"
8655431519,1,2,0,"1,3,9,12"
8655431217,1,2,0,"3,1,10,9"
8655430899,1,2,0,"1,12,13,2"
8655429225,1,2,0,"3,1,9,40"
8655429017,1,2,0,"1,3,10,14"
8655428709,1,2,0,"3,9,1,10"
8655428413,1,2,2,"1,3,10,9"
8656532618,1,2,2,"1,3,10,9"
8656532274,1,2,4,"3,1,9,39"
8656444951,1,2,5,"1,0,2,35"
8657550102,1,2,5,"1,0,2,3"
8656444509,1,2,5,"1,2,0,35"
5594442060,2,3,7,"9,3,1,10"
5605262602,2,3,1,"3,9,20,1"
8091888943,3,4,2,"3,9,1,15"
8091895016,3,4,2,"3,1,17,0"
8091889707,3,4,2,"3,9,1,10"
8091896034,3,4,9,"1,0,3,2"
13032566594,4,2,10,"1,0,2,7"
13032339143,4,2,10,"1,0,2,12"
13032344183,4,2,10,"1,2,0,3"
13032566884,4,2,10,"3,1,0,2"
13032344743,4,2,10,"3,1,11,6"
13032567314,4,2,10,"11,0,3,2"
13032202605,4,2,10,"2,0,26,20"
13032567724,4,2,10,"2,25,0,11"
13032560514,4,2,10,"0,2,7,6"
13502347425,4,2,5,"2,1,0,27"
13502348985,4,2,5,"2,1,0,4"
13502692624,4,2,5,"1,2,0,26"
13502445423,4,2,5,"1,2,0,4"
13502693184,4,2,5,"2,0,1,27"
13502349575,4,2,6,"2,1,0,4"
13502349605,4,2,6,"2,1,0,4"
13502693544,4,2,6,"1,2,0,35"
13502349855,4,2,6,"2,0,1,35"
13502690714,4,2,6,"2,0,1,4"
13502350115,4,2,6,"1,0,2,4"
13502446293,4,2,6,"2,1,0,27"
13502694284,4,2,5,"1,3,9,5"
13502442473,4,2,6,"0,1,2,27"
13502694334,4,2,6,"3,15,1,16"
13502694464,4,2,6,"3,9,1,24"
13502446943,4,2,6,"1,2,0,15"
13502447023,4,2,6,"2,0,1,18"
13502694754,4,2,6,"1,2,0,5"
13502694864,4,2,6,"2,0,1,18"
13502695014,4,2,6,"2,0,1,18"
13502695204,4,2,6,"2,0,1,18"
13502447593,4,2,6,"3,9,1,10"
13502351695,4,2,6,"3,1,9,10"
13502447753,4,2,6,"1,0,2,35"
13502346675,4,2,5,"1,3,0,5"
13502352055,4,2,5,"3,9,1,10"
13502692324,4,2,5,"1,0,3,35"
13502348575,4,2,5,"1,0,2,35"
13502692114,4,2,5,"1,2,0,5"
13502348275,4,2,5,"1,0,2,5"
13502691704,4,2,5,"1,3,9,5"
13502691194,4,2,5,"2,0,1,27"
13502443653,4,2,5,"3,1,9,10"
13502347505,4,2,5,"3,1,9,10"
13502443443,4,2,5,"1,2,0,4"
13502347265,4,2,5,"2,1,0,18"
13502347005,4,2,5,"2,0,1,35"
13502689614,4,2,5,"1,3,12,13"
14048515733,4,3,6,"2,0,1,4"
14048516233,4,3,6,"1,0,2,35"
14025316051,4,3,6,"2,1,0,18"
14005389106,4,3,5,"1,2,0,18"
14005389196,4,3,5,"1,2,0,18"
6001311842,5,7,2,"1,2,0,27"
6616994197,6,11,12,"3,1,10,9"
6616997441,6,11,12,"1,3,10,22"
6619897675,6,11,12,"1,2,0,18"
6619899599,6,11,12,"1,3,12,13"
6619939051,6,11,13,"3,1,9,10"
14009003964,6,3,0,"10,1,3,9"
14005362371,6,3,0,"3,9,1,34"
13990908556,6,3,12,"3,1,10,9"
14010827092,6,3,12,"3,1,10,9"
14034025453,6,3,12,"3,1,9,10"
14014026895,6,3,12,"3,1,9,10"
14034024753,6,3,12,"3,1,9,10"
14014026235,6,3,12,"3,1,24,10"
14014023645,6,3,7,"1,3,9,10"
14010822392,6,3,7,"3,1,9,15"
14010821922,6,3,7,"3,1,9,12"
14014022525,6,3,0,"3,1,10,9"
14010831381,6,3,0,"3,1,9,0"
14034017373,6,3,0,"3,1,10,9"
14014472224,6,3,0,"3,1,24,10"
14033998763,6,3,0,"3,10,1,9"
13990880706,6,3,0,"1,3,10,9"
14033997853,6,3,0,"3,9,1,17"
13990879356,6,3,0,"1,3,9,14"
14010797902,6,3,0,"1,11,3,6"
14014452354,6,3,0,"3,15,9,41"
14010796742,6,3,0,"3,1,10,9"
13990877896,6,3,0,"3,1,9,10"
14011115701,6,3,14,"0,2,20,26"
13991187346,6,3,14,"3,1,10,46"
14011116461,6,3,4,"2,0,1,26"
14034306743,6,3,4,"2,1,0,3"
14011120471,6,3,11,"2,0,1,11"
14034312933,6,3,12,"2,20,11,3"
14014316145,6,3,12,"3,6,11,7"
6003549533,7,6,12,"3,10,1,9"
6003549955,7,6,12,"3,9,10,1"
3678685434,8,5,9,"1,0,2,31"
3670952821,8,5,9,"3,1,9,10"
5211726517,9,10,1,"1,2,0,27"
5212326406,9,10,1,"2,0,1,4"
5211728405,9,10,1,"7,6,8,2"
5212328534,9,10,1,"3,1,2,9"
5212330426,9,10,1,"2,6,0,7"
5211731559,9,10,1,"3,10,1,9"
5211732067,9,10,1,"2,0,1,27"
5212332640,9,10,1,"1,3,2,0"
5211735645,9,10,1,"7,2,6,0"
5211737309,9,10,1,"7,6,3,1"
5211739269,9,10,1,"7,6,3,8"
5212340408,9,10,1,"3,7,6,8"
5212341760,9,10,1,"7,2,6,0"
5212344370,9,10,1,"3,1,0,7"
5212358906,9,10,1,"2,0,1,4"
5211760911,9,10,1,"1,2,0,31"
5212363670,9,10,1,"2,0,1,6"
5212364486,9,10,1,"2,1,0,7"
5212366032,9,10,1,"3,11,0,6"
5212367146,9,10,1,"1,2,7,12"
5211769377,9,10,1,"2,0,1,11"
