1431486935,0,8,0,"30,25,29,93,114,41,26,119,135,156"
1432364530,0,8,0,"30,170,29,114,101,115,229,219,296,156"
1432362932,0,8,0,"63,51,24,41,216,226,268,70,324,30"
1424494608,0,8,1,"217,129,126,125,276,296,247,113,79,249"
1423613355,0,8,1,"69,114,126,38,112,36,37,35,54,115"
1424496594,0,8,1,"115,114,54,72,101,29,30,42,173,124"
1147062339,1,7,4,"164,165,54,0,2,7,14,308,185,82"
1147946338,1,7,4,"2,0,3,1,7,8,164,54,9,165"
1147146765,1,7,4,"3,4,5,112,67,51,7,69,280,68"
1215300998,1,7,5,"48,11,363,285,16,49,187,286,192,178"
1214430219,1,7,4,"8,3,1,0,4,7,26,5,2,9"
1215295480,1,7,6,"8,40,3,28,1,45,39,303,2,207"
1214432457,1,7,4,"206,283,114,12,82,342,256,23,203,141"
3339873294,2,7,9,"212,27,43,45,86,62,46,320,201,179"
2298301806,3,1,11,"133,199,78,66,117,138,153,140,42,116"
9476483761,4,7,4,"110,41,214,158,8,215,112,30,19,6"
9476463775,4,7,12,"39,61,86,60,35,21,252,62,167,40"
9476464963,4,7,12,"13,77,92,227,90,93,55,88,195,37"
9476466943,4,7,6,"147,29,41,114,158,80,101,110,149,25"
9476468009,4,7,13,"41,29,30,25,31,36,19,13,32,114"
9479258034,4,7,11,"39,60,86,61,36,41,112,172,110,45"
9479258878,4,7,11,"39,35,21,80,61,30,56,60,41,64"
9479259708,4,7,11,"230,221,263,119,213,182,175,277,220,181"
9479260496,4,7,7,"40,45,60,39,152,32,58,56,62,61"
9479261128,4,7,7,"40,56,60,57,39,45,61,86,64,207"
4016582969,5,9,4,"225,42,221,199,141,135,277,25,54,293"
4017352368,5,9,6,"21,66,39,40,25,85,35,28,120,80"
4016653431,5,9,6,"67,264,266,296,246,65,114,197,79,129"
3848703958,6,7,10,"148,195,209,83,273,77,274,39,94,281"
3848707198,6,7,10,"159,175,8,242,161,217,47,38,127,2"
3847919569,6,7,15,"43,45,57,179,59,86,46,56,207,60"
3848716478,6,7,15,"43,45,57,39,56,46,24,61,86,60"
3847929095,6,7,12,"36,167,35,37,34,38,32,19,90,168"
3848723926,6,7,12,"77,90,88,250,148,95,91,87,272,297"
3848729992,6,7,12,"19,167,32,13,94,58,110,62,80,21"
3847940151,6,7,12,"39,61,21,19,35,62,80,45,60,110"
3848734582,6,7,12,"39,86,60,40,148,62,61,58,57,167"
3848736608,6,7,12,"62,66,45,25,27,120,85,61,207,33"
3847946869,6,7,12,"61,39,252,80,148,35,167,120,60,288"
3848741394,6,7,12,"167,218,80,66,117,79,25,23,29,133"
3848743796,6,7,12,"80,167,110,120,148,34,61,36,195,207"
3848747056,6,7,12,"29,115,30,105,79,41,136,123,101,124"
3847957419,6,7,12,"60,56,58,39,57,61,86,21,45,80"
3847960455,6,7,12,"29,62,30,25,115,111,35,85,114,38"
3848755808,6,7,12,"115,124,101,139,54,146,56,25,170,122"
3847967389,6,7,12,"124,115,139,39,114,60,62,25,86,85"
3848768046,6,7,12,"148,288,90,77,97,74,39,98,40,73"
5042028234,7,7,3,"272,269,59,363,286,38,302,162,360,178"
6141365235,8,8,16,"217,296,13,65,67,111,197,64,246,204"
6141372643,8,8,10,"90,77,209,148,195,83,273,275,274,288"
6141375701,8,8,13,"39,27,61,21,100,201,71,35,152,167"
11807055294,9,6,12,"62,45,60,85,167,61,39,56,356,115"
4550926735,10,3,12,"77,88,274,83,27,26,273,13,236,195"
4550929035,10,3,12,"77,88,23,195,167,258,236,13,83,95"
4551567662,10,3,12,"202,156,15,55,107,21,56,40,30,106"
4635029364,11,4,18,"87,93,77,94,66,92,90,13,95,96"
4634430927,11,4,11,"43,101,115,223,13,296,136,93,216,124"
4634435465,11,4,11,"123,29,139,79,78,30,81,124,141,115"
1688912962,12,9,1,"39,21,61,27,80,45,62,58,114,35"
1688069647,12,9,1,"41,30,214,29,123,145,216,24,82,63"
1688101819,12,9,11,"41,21,56,39,61,110,80,120,60,35"
1688970570,12,9,20,"21,39,30,35,58,114,115,64,289,80"
1688976152,12,9,16,"39,21,61,35,89,27,37,87,223,36"
1688140895,12,9,15,"39,56,61,24,57,13,86,21,60,35"
1688184791,12,9,20,"46,39,35,27,38,19,21,179,44,59"
1689056844,12,9,3,"43,57,86,39,56,45,40,62,58,61"
1688213055,12,9,19,"56,57,62,39,35,45,61,21,59,28"
3840171143,12,7,0,"67,81,266,264,246,265,112,64,229,126"
4716743794,12,5,20,"288,77,38,35,148,90,76,83,274,39"
4716103133,12,5,19,"64,62,56,45,27,80,86,39,61,21"
4716103591,12,5,3,"43,27,77,88,212,99,95,87,92,148"
4732821143,12,5,7,"148,90,209,91,121,195,273,275,83,77"
4732822129,12,5,7,"148,209,195,94,167,275,90,288,74,273"
4732826425,12,5,7,"268,115,156,56,121,98,124,97,62,123"
4745699361,12,5,15,"77,148,341,76,50,73,356,126,209,83"
4746340706,12,5,15,"87,88,77,240,100,239,288,71,99,73"
4745723817,12,5,7,"57,56,39,40,60,107,58,115,99,86"
